41798
<<<<<<< HEAD
daily 0.752065
rw 0.845635
lin 0.763379
entry 0.581384
trigger 0.873059
sponsored 1.089718
power_law 0.776175
missing 0.588239
improving 0.589659
videos 0.727965
reproduce 1.080144
representations 0.740681
networking 0.722735
moving 0.768710
information_retrieval 0.797010
indegree 0.807917
gap 0.680109
timestamp 0.611347
themselves 0.624186
helps 0.551515
written 0.690553
conduct 0.693132
tang 0.820288
surveys 0.767267
measurements 0.649078
generates 0.601964
unlike 0.583576
sentences 0.744059
monitoring 0.648414
english 0.882553
dependent 0.613659
captured 0.646481
anomalous 0.797344
allowing 0.613428
summarization 0.698099
situations 0.639943
outside 0.680340
demonstrated 0.633298
toward 0.657151
platform 0.712790
interact 0.678062
assumptions 0.579887
publication 0.801778
cells 0.675296
bad 0.666170
never 0.606206
connecting 0.659928
symmetric 0.582040
starts 0.631912
signals 0.709693
primary 0.668288
coupled 0.722325
bandwidth 0.633268
summarize 0.571229
sections 0.576280
methodology 0.606209
units 0.560085
steady_state 0.951630
international 0.785477
evaluating 0.649329
proportion 0.708245
pr 0.831398
naturally 0.599723
iterative 0.611926
undirected 0.595038
rating 0.712940
knowledge_base 0.909458
belongs 0.696160
utilize 0.573429
synchronization 0.713252
else 0.739644
normal 0.595800
kleinberg 0.931283
block 0.750826
solved 0.718408
reducing 0.609251
proportional 0.526900
indirect 0.673086
cause 0.619669
assignment 0.634607
mainly 0.636584
iis 1.191139
authorized 1.332174
star 0.658419
nsf 0.926727
tested 0.674602
sufcient 0.668029
scheduling 0.889954
entries 0.650669
efciently 0.684418
fewer 0.700508
removal 0.783886
outdegree 0.724759
iteratively 0.610496
eectiveness 0.824438
exponential 0.609060
characterized 0.703797
quantify 0.645473
ki 0.734347
essentially 0.558397
scales 0.656312
exhibit 0.630850
enable 0.617125
web_pages 0.697478
requirements 0.649138
tcid 0.881626
marked 0.754444
trained 0.775993
sf 0.737302
imdb 0.915570
topological 0.588172
segments 0.655613
reality 0.689052
disease 0.751894
zhou 0.849424
rich 0.723917
decide 0.659326
possibly 0.659076
measurement 0.628775
insights 0.683351
fi 0.683151
dierence 0.636670
contribute 0.697661
gs 0.719571
course 0.671270
ut 0.785411
receiver 0.805991
extension 0.657145
exploration 0.723472
periodic 0.868318
minimal 0.626577
environments 0.676354
completely 0.638427
august 0.700415
parent 0.832063
focuses 0.725301
regular 0.627316
ap 0.709261
returns 0.666308
combinations 0.704704
choices 0.634401
illustrates 0.641003
cube 0.972753
load 0.737159
limitations 0.654853
controllability 0.930383
photos 0.741041
exp 0.673458
divided 0.689843
criteria 0.618676
subsets 0.582890
reprints 1.540165
optimization_problem 0.696995
na 0.687325
execution 0.698344
chance 0.638316
chain 0.752326
stages 0.715580
eciency 0.741515
constrained 0.667749
drawn 0.755169
computes 0.630650
aggregated 0.594433
affected 0.722537
acl 0.998109
sigmod 0.840680
listed 0.563188
channels 0.678300
behind 0.678193
simplicity 0.530346
permission 0.970472
heuristics 0.518228
face 0.681942
sk 0.638022
blocks 0.828581
supports 0.676758
stored 0.645198
interdependent 0.774244
green 0.673251
databases 0.733739
curves 0.625092
anomaly_detection 0.809855
lot 0.646525
leskovec 0.823350
john 0.857614
market 0.804708
inferred 0.633944
regularization 0.687916
mathematical 0.625799
explained 0.585215
dependency 0.723857
round 0.763876
employ 0.627551
tradeoff 0.634923
ip 0.632728
formulate 0.690024
china 0.843544
verify 0.578278
conguration 0.701831
vehicle 0.817193
ratings 0.750541
qc 0.798417
dj 0.839738
citations 0.926861
incorporating 0.695294
heterogeneous_information_networks 0.945020
goals 0.610029
consisting 0.679885
closed 0.695757
sites 0.780616
distinguish 0.656773
competence 0.915198
store 0.744967
march 0.754432
fully 0.564875
expectation 0.657923
comparable 0.686114
chinese 0.899405
serve 0.646728
responses 0.649876
grid 0.673389
conditional 0.687120
adaptive 0.607759
requirement 0.674169
open 0.670260
hidden 0.723401
black 0.790294
supporting 0.620129
singh 0.817915
attempt 0.618978
query_processing 0.797741
processed 0.663123
beginning 0.690993
sketch 0.758147
principle 0.617634
activation 0.651113
throughout 0.648438
smallest 0.630954
slots 0.801852
removing 0.723284
notwithstanding 1.508818
norm 0.776555
refers 0.690568
ndings 0.793634
explored 0.618937
evolving 0.720989
aspect 0.615702
resolution 0.620545
driver 0.816501
digital 0.844893
comes 0.650943
try 0.593522
hops 0.724560
receives 0.754348
credible 0.943748
ds 0.781769
world_wide_web 0.986839
viewed 0.703197
variation 0.614725
gt 0.674194
exploring 0.718498
discriminative 0.688003
none 0.537303
exploiting 0.733633
signal 0.652545
phone 0.687466
internal 0.696963
ids 0.858961
proposition 0.699926
ie 0.841253
exponent 0.794072
assess 0.646867
half 0.684190
principles 0.719269
lter 0.576338
yes 1.258385
random_walks 0.885813
px 0.921181
ps 0.700334
products 0.728597
shortest_paths 0.902239
rs 0.568340
retweet 0.744879
retrieve 0.662891
queues 0.983282
widely 0.738917
movies 0.820790
svm 0.791081
produced 0.651999
leader 0.890049
gk 0.837099
denitions 0.725741
business 0.716808
species 0.645301
competing 0.865367
special 0.596430
requests 0.708409
constructing 0.680987
validity 0.721345
hashtags 0.694761
cambridge 0.924435
besides 0.547655
heterogeneous_networks 0.815452
decentralized 0.777424
wireless_networks 0.980338
title 0.766702
six 0.650855
runtime 0.605859
reviews 0.652511
modied 0.665886
xk 0.720840
uk 0.738220
null 0.946559
ck 0.702638
optimize 0.562117
mutual 0.738389
job 0.715790
wt 0.745552
inside 0.638548
thresholds 0.769798
data_access 0.993216
crucial 0.691751
changing 0.571997
reaches 0.672237
ov 0.722622
ms 0.664391
maximal 0.642506
embedded 0.674577
company 0.770720
april 0.776161
advances 0.790318
vldb 0.842095
involves 0.622416
induced 0.648176
explanation 0.699848
averaged 0.692760
exploit 0.661524
network_analysis 0.845703
indexing 0.771244
dependence 0.675326
bt 0.902807
accounts 0.639918
consecutive 0.706454
committed 0.963123
closer 0.646567
aims 0.697604
kt 0.788501
fee 1.374059
persons 0.661411
determines 0.601563
vt 0.804190
asked 0.825798
camera 0.979303
addressed 0.829450
rn 0.765229
inferring 0.795668
dv 0.926159
come 0.663014
validation 0.617166
segment 0.695276
pictures 0.910465
minutes 0.755638
metapaths 0.984311
kind 0.644771
intuitive 0.573600
deal 0.653204
bayesian 0.640581
varies 0.593053
retrieved 0.641766
latency 0.671658
icdm 0.818447
decreasing 0.633536
begin 0.651769
consideration 0.633090
columns 0.776997
transfer 0.738079
covered 0.768840
radius 0.740793
ks 0.726719
empty 0.754236
demonstrates 0.669642
cliques 0.642721
ba 0.737389
accordingly 0.536682
returned 0.707889
regime 0.754290
mts 1.005880
near 0.750877
meet 0.664721
actor 0.768822
strongly 0.652696
reveal 0.687664
implicit 0.644071
feature_selection 0.924078
encoding 0.690652
counts 0.561858
cidt 0.806891
bluetooth 0.862335
intermediate 0.697545
initialize 0.665020
ik 0.634115
fr 0.650267
decomposition 0.687104
comprehensive 0.664936
commitment 0.811607
guarantee 0.674598
dc 0.768432
yan 0.932000
theories 0.708210
slpa 1.105675
site 0.792912
simulated 0.733299
political 0.749468
phenomena 0.602387
nds 0.637070
mostly 0.664386
great 0.693792
gets 0.642527
realistic 0.719765
network_topology 0.719761
il 0.896225
established 0.643373
complex_systems 0.925512
trustee 0.973187
restricted 0.633373
preference 0.664136
greedy_algorithm 0.684150
hindex 1.206235
capabilities 0.702953
analytical 0.684949
aggarwal 0.947700
treatment 0.725538
searching 0.670900
flow 0.716625
delays 0.773785
website 0.843470
regardless 0.609834
estimator 0.619391
children 0.802431
students 0.794913
ordering 0.644344
vehicles 0.795175
train 0.884723
relay 0.793733
probability_distribution 0.672646
july 0.741839
early 0.620775
converge 0.694815
act 0.681611
redundant 0.661742
radio 1.037234
dtns 1.005455
straightforward 0.545059
gcid 0.888441
tends 0.673188
reect 0.725502
interactive 0.943671
demand 0.714548
tie 0.772176
denes 0.587797
kernel 0.689476
jointly 0.794859
tj 0.947497
merge 0.867741
indicated 0.712447
hypergraph 0.582336
formula 0.543128
economic 0.825229
calls 0.731905
transmissions 0.686408
servers 0.859854
separately 0.606913
nn 0.628709
coefcient 0.805205
anomaly 0.835607
signature 0.763594
module 0.626464
maximization 0.663468
elds 0.657439
truth_discovery 1.284556
schema 0.770772
mobile_devices 0.869488
indicator 0.715937
incoming 0.641063
establish 0.683345
sp 0.682547
maintaining 0.673737
machine 0.720691
law 0.774617
authority 0.775544
optimal_solution 0.776430
motivation 0.680181
inuenced 0.826719
working 0.673201
signicance 0.793824
extraction 0.804237
mt 0.837750
implications 0.744400
designer 0.756561
criterion 0.719474
arxiv 0.704315
ss 0.647640
satised 0.823037
plots 0.724767
places 0.579983
labeling 0.757172
jiawei 0.864117
enhance 0.658220
discontinuous 1.048422
decay 0.686794
ccid 0.737034
cao 0.831366
away 0.660050
sometimes 0.706982
sequential 0.666022
sends 0.839836
nonzero 0.482103
flickr 0.829635
controlled 0.658427
communication_networks 0.729147
commonly 0.671581
venues 0.802099
treat 0.670856
tests 0.662435
scope 0.519099
lt 0.854329
consequently 0.571781
case_study 0.791940
boundary 0.615185
acad 1.021571
whom 0.819085
empty_doc_placeholder 0.984400
arl 1.021395
academic 0.783567
variants 0.689173
growing 0.714409
triangle 0.791516
negrained 0.895518
infection 0.804344
format 0.638745
xu 0.729962
transaction 0.792424
tk 0.873801
siam 0.916315
random_graphs 0.801453
big 0.709348
zi 0.796566
extracting 0.700447
adversary 0.959380
windows 0.678607
tables 0.654527
mcid 0.910060
interpretation 0.603274
increasingly 0.722507
efforts 0.723224
beliefs 0.785958
recommender_systems 0.983963
plos 0.786318
kim 0.813746
data_points 0.774447
websites 0.810312
inuential 0.929108
award 1.091583
yield 0.606818
price 0.822804
mark 0.731102
integrated 0.653987
infrastructure 0.740754
homogeneous 0.600349
gb 0.937569
essential 0.724683
versions 0.619032
unied 0.770073
publication_date 1.316598
pj 0.741345
national 0.849922
large_scale 0.711812
grows 0.630830
subsequent 0.644772
querying 0.752787
discovering 0.853010
consistency 0.629073
capturing 0.587921
bottom 0.653389
setup 0.695685
free 0.688523
visual 0.738084
platoon 1.046574
automatic 0.673923
vii 0.675761
receiving 0.762422
online_social_networks 0.888434
generic 0.553234
directions 0.701690
traders 0.955613
grouping 0.720650
abdelzaher 1.213220
triangles 0.767472
ows 0.662786
nb 0.865143
leadership 1.029894
delivery 0.814618
barabasi 1.005279
variations 0.621704
specifically 0.683053
leverage 0.670984
correctness 0.739117
cikm 0.990600
trac 0.785267
standard_deviation 0.768169
sender 0.753061
read 0.736975
maximizes 0.718261
lowest 0.672623
extreme 0.706515
ensures 0.680801
communicate 0.792726
whenever 0.754749
offer 0.731580
ofcial 1.333850
goes 0.686300
propagate 0.663275
ideas 0.671969
hour 0.852739
ex 0.865346
ac 0.622381
repeat 0.704123
matched 0.859239
hypotheses 0.647973
former 0.638453
diameter 0.668679
bc 0.628444
subsection 0.710945
slice 0.730058
going 0.704588
annotation 0.771159
urls 0.723188
remain 0.635008
put 0.640309
physical_review 0.905331
mb 0.723375
fail 0.690261
driven 0.689082
draw 0.756825
creating 0.596406
continue 0.678850
comments 0.882038
specify 0.662695
portion 0.633777
nphard 0.948642
implement 0.625338
gi 0.634709
device 0.858744
su 0.792475
sensitive 0.643118
aij 0.879836
transmitted 0.763853
stronger 0.725576
reached 0.715067
linking 0.749809
eigenvalue 0.612409
assumes 0.625959
les 0.813604
insight 0.633696
hu 0.967839
visited 0.871737
transient 0.697961
outputs 0.604245
converges 0.553891
wiki 0.801242
school 0.781692
net 0.659094
large_graphs 0.903850
ecid 0.870031
optimizing 0.676895
looking 0.668246
formal 0.659388
chooses 0.750394
selects 0.766812
park 0.933659
equally 0.673401
countries 0.813133
car 0.875857
vk 0.705219
commercial 1.014937
la 0.848747
examined 0.757948
em_algorithm 0.896103
involving 0.616740
du 0.700171
massive 0.785498
investigated 0.701512
facilitate 0.600908
eds 0.729488
dynamical 0.718362
smartphones 0.745940
kumar 0.867988
heterogeneous_information 0.947089
ed 0.799158
dm 0.697200
composed 0.639137
closeness 0.771892
stop 0.704301
shortest 0.941390
entity_linking 1.055264
your 0.838228
timestamps 0.578342
similarities 0.624882
relies 0.686017
leaders 0.905824
applicable 0.642337
solid 0.678896
predictor 0.611965
conferences 0.838948
te 0.689576
motivated 0.617446
integer 0.476689
evolutionary 0.811954
alone 0.595592
alice 0.976602
adopted 0.592901
acknowledgments 0.787113
resource 0.631582
observing 0.634932
applies 0.619632
validate 0.690157
treated 0.650905
rr 0.806764
medical 0.891396
lies 0.628001
employed 0.660871
developing 0.691084
consistently 0.638917
accepted 0.821919
yn 0.956274
off 0.758508
naming_game 1.135744
indices 0.547087
icml 0.902670
health 0.790789
farmers 0.993672
corollary 0.990090
computational_linguistics 1.086552
benchmark 0.728488
atypical 0.668771
follower 0.958271
cta 0.977592
cooccurrence 0.820749
rensselaer 0.899603
empirically 0.525803
affects 0.691653
yt 0.766084
scid 0.694518
positions 0.653695
nlp 0.735982
multiagent_systems 1.044185
movements 0.786652
locally 0.715936
hyperedge 0.822393
collaborations 0.776897
picture 0.761642
expensive 0.686205
effort 0.689767
deep 0.949893
changed 0.689528
write 0.756882
topologies 0.642809
partially 0.748779
involve 0.632206
frames 0.839607
controlling 0.836982
bob 0.915098
workers 0.791335
srivastava 1.012378
route 0.668656
leaf 0.774902
gm 0.891502
cidkcid 1.079203
accomplished 1.108181
special_case 0.737263
polytechnic 1.044516
lm 0.773493
largely 0.637127
display 0.699225
median 0.302289
helpful 0.693388
havlin 1.073159
aforementioned 0.653256
transmit 0.717589
tm 0.742022
km 0.613547
information_extraction 0.938387
ensemble 0.763779
dissemination 0.726605
differ 0.623844
sms 0.911160
pl 0.797416
october 0.821478
machines 0.651029
hashtag 0.741598
graphbased 0.867327
absolute 0.613875
suitable 0.603981
sending 0.747954
quality_of_information 1.029952
produces 0.648478
failure 0.709829
classical 0.609884
broad 0.675245
absence 0.769464
worse 0.705230
reply 0.820413
informative 0.667431
complementary 0.681249
chang 0.805478
uv 0.636786
urbanachampaign 1.245856
trading 0.887191
seems 0.693583
recorded 0.773325
emerging 0.664749
editors 0.883678
ak 0.855038
url 0.765179
tuples 0.503547
predictive 0.599833
oi 0.820058
occurrence 0.708425
easier 0.666753
characteristic 0.714122
benets 0.718037
embeddings 0.599460
describing 0.670293
api 0.794199
valuable 0.655139
nor 0.673898
nips 0.875016
naive 0.735309
introduces 0.704713
competition 0.808361
simplicial_complex 0.857656
seek 0.670224
predicts 0.734402
penalty 0.611782
ontology 0.707267
efficient 0.712222
updating 0.651411
signatures 0.808430
sensitivity 0.683232
periodic_behaviors 1.187196
om 0.770825
inherent 0.597608
hisher 0.855604
extensive 0.716358
utilizing 0.712006
sociology 0.790715
possibility 0.620241
periodicity 0.948049
michael 0.968622
integrating 0.802345
guarantees 0.670648
fall 0.764134
expansion 0.714933
tendency 0.751811
technical 0.731303
month 0.826431
gn 0.890184
extensions 0.756986
dashed 0.757686
biased 0.689808
wide 0.756630
visit 0.882841
polynomial 0.598191
interacting 0.736554
fashion 0.601833
unfortunately 0.709006
social_network_analysis 0.925793
rm 0.814012
desirable 0.702084
depth 0.596914
width 0.673639
perfect 0.675881
nevertheless 0.590676
meeting 0.765139
lp 0.939183
classify 0.719663
buffer 0.805345
sij 0.895355
mapped 0.606526
country 0.841389
training_set 0.938985
ne 0.744388
mit 0.809605
zhu 0.799845
tensors 0.899613
raw 0.594961
precisely 0.642724
plan 0.720738
options 0.755632
mass 0.649674
manually 0.712041
im 0.616297
offers 0.692566
located 0.678323
enterprise 0.860627
coordination 0.785069
carry 0.764816
transformation 0.586581
suggested 0.673171
spent 0.815766
neutral 0.797841
membership 0.727389
markov_chain 0.793593
information_sharing 0.980167
roughly 0.649318
